cycle,controlled_error,open_loop_error,controlled_vc1_v,controlled_vc2_v,controlled_il_a,open_vc1_v,open_vc2_v,open_il_a,offset_1_us,offset_2_us,offset_3_us,offset_4_us,offset_5_us,offset_6_us,offset_7_us,offset_8_us,dwell_1_us,dwell_2_us,dwell_3_us,dwell_4_us,dwell_5_us,dwell_6_us,dwell_7_us,dwell_8_us,dwell_9_us
20,0.00549353220380201,0.0480103564489039,9.92013292227878,19.1843681502638,0.983059374079118,10.3228682239793,18.7566394590434,0.983271939445118,-0.0966043952579372,0.0621854653814396,0.0420257064788752,0.0565278192774431,-0.0663314131653698,0.0401581140680172,-0.0343624328722047,0.0362150881993822,63.792579110861,23.8263892365184,21.9798402410974,22.9957790822996,21.8771407675572,63.7784977851583,22.0955687836848,23.5180049122236,22.1362000805996
21,0.00515908852957303,0.0480643108183017,9.91954870213931,19.1911369526088,0.983015819633235,10.3237946446519,18.7574526143523,0.983259459347933,-0.0908367040518917,0.0575576614872385,0.0404608841236236,0.0521400148052622,-0.0614308214920805,0.0387153887077859,-0.0331843116696897,0.034972272839278,63.7983468020671,23.8159937414181,21.9829032226364,22.9929561001826,21.8864291637027,63.7721544681248,22.0981896302475,23.515583975661,22.1374428959597
22,0.00484780573474828,0.0481181939362914,9.91915661302381,19.1974315168966,0.982975322239044,10.3247177022397,18.7582664233282,0.98325058148811,-0.085426364409322,0.0533847178501097,0.0388223100719583,0.0482071947033562,-0.0570066875920556,0.0371895151429786,-0.0319183273704537,0.0336372057101363,63.8037571417097,23.8064104581384,21.9854375922218,22.9906618541324,21.8947861177046,63.76620446066,22.1009814881116,23.5129829242326,22.1387779630889
23,0.00455731427089166,0.0481720112244365,9.9189161281055,19.2032940732453,0.982937420043778,10.3256378015904,18.7590811420555,0.983244409684065,-0.0803490856980101,0.0496056493936143,0.0371447491090624,0.0446665071431641,-0.0529957031275842,0.0356161926508611,-0.0305993193939803,0.0322465151160487,63.808834420421,23.7975541109706,21.9875390997154,22.9887987275351,21.9023377897293,63.7606201537034,22.1038738185801,23.5102732256621,22.140168653683
24,0.00428567179446759,0.0482257671520532,9.91879451944567,19.2087616894709,0.982901782047486,10.3265552462509,18.7598969621165,0.983240270464575,-0.0755825526450589,0.0461694817371825,0.0354553468834008,0.0414653557138031,-0.049344907162656,0.0340233841538488,-0.0292544170286368,0.0308287262680846,63.8136009534739,23.7893514102612,21.9892858651462,22.9872869783314,21.9091897371236,63.7553765492415,22.1068115294425,23.5075105344488,22.1415864425309
25,0.0040312561431461,0.0482794652251272,9.91876539606555,19.2138670749215,0.982868167404412,10.327470263643,18.76071402662,0.983237657722589,-0.0711062255784572,0.043033451737757,0.0337750943962135,0.0385596167532191,-0.0460098285811288,0.0324327968234606,-0.0279045860112962,0.0294058854175579,63.8180772805405,23.7817390531952,21.9907416426585,22.986061491858,21.9154305546657,63.7504508833296,22.1097519477903,23.5047378625809,22.1430092833814
26,0.00379268772050862,0.0483331080849081,9.91880751383671,19.2186392433417,0.982836396908185,10.3283830239833,18.7615324422459,0.983236191123225,-0.0669011631541295,0.0401615436015382,0.0321200224379105,0.0359121705103545,-0.0429529749256476,0.0308610905926546,-0.0265658698327277,0.0279948637666473,63.8222823429649,23.7746620826347,21.9919584788364,22.9850691175734,21.921134854564,63.7458223234433,22.1126623701996,23.5019881247514,22.1444203050324
27,0.00356877313773422,0.0483866976426764,9.91890380676718,19.2231040607094,0.982806333155834,10.3292936545016,18.7623522882973,0.983235584847877,-0.0629498655005789,0.0375232967992904,0.030502174778298,0.0334916914639829,-0.040142601786365,0.0293208635422354,-0.0252503865663919,0.0266084048379109,63.8262336406184,23.7680725381789,21.992978877979,22.9842664861867,21.9263657067497,63.7414717232536,22.1155180805164,23.4992861825563,22.1458067639611
28,0.00335846417435175,0.0484402352155199,9.91904059861941,19.2272846991017,0.982777866865419,10.3302022501248,18.7631736235025,0.983235624105796,-0.0592361356508234,0.0350928343302837,0.028930400239637,0.0312716524075965,-0.0375517095997071,0.0278214544753281,-0.0239671296671803,0.0252559660703879,63.8299473704682,23.7619283458601,21.9938375659094,22.983618221669,21.9311766379927,63.737381422,22.1183007464825,23.4966504868896,22.1471592027286
29,0.00316082775917579,0.0484937216480268,9.91920696141084,19.2312020137018,0.982750907533494,10.3311088815067,18.7639964911268,0.983236147482812,-0.0557449571889639,0.0328480697673001,0.0274109966195305,0.0292295046824545,-0.0351572249382641,0.0263695958389291,-0.0227226114130873,0.0239443951856086,63.83343854893,23.7561924028353,21.9945629268522,22.9830954775639,21.9356132703793,63.7335350787022,22.120997123373,23.4940943977507,22.1484707736134
