error_vc1_v,error_vc2_v,error_il_a
3.90520695081321,-1.38398186837054,0.0683361313151635
4.19651173494794,3.65290735241892,-0.103501254030053
-0.632332206190496,-6.46728314478674,0.258814136112548
-4.71561648733863,3.49142034469989,-0.124512706008666
-0.904519541501022,3.82296671850562,0.313494180374653
0.933702693341756,-5.78781931951093,0.443325076350255
-4.33547962669988,3.33754002224217,-0.386381648141389
-1.01721458962377,-3.77463363095167,-0.452275368752309
2.94211274209412,3.08807529709096,-0.992488902606522
2.88358694563981,2.05818295445899,-0.956582201291598
