nominal_period_us,nominal_interval_count,nominal_closure_error_inf,nominal_minimum_dwell_us,benchmark_design_dwell_bound_us,applied_schedule_dwell_bound_us,max_published_boundary_correction_us,cycle_average_vc1_v,cycle_average_vc2_v,cycle_average_il_a,timing_scale_us,phi_fd_relative_error,gamma_fd_relative_error,phi_fd_max_absolute_error,gamma_fd_max_absolute_error,residual_slope,open_loop_spectral_radius,conservative_spectral_radius,aggressive_spectral_radius,invariant_region_facets,invariant_region_vertices,invariant_region_volume_physical,invariant_region_vc1_min_v,invariant_region_vc1_max_v,invariant_region_vc2_min_v,invariant_region_vc2_max_v,invariant_region_il_min_a,invariant_region_il_max_a,invariant_region_iterations,invariant_region_origin_margin,invariant_region_vertex_dwell_margin_us,invariant_region_image_dwell_margin_us,invariant_region_max_violation,raw_and_invariant_regions_coincide,initial_state_in_invariant_region,first_invariant_region_cycle,lower_comparison_beta,middle_comparison_beta,lower_comparison_region_volume_physical,middle_comparison_region_volume_physical,lower_comparison_region_volume_ratio,middle_comparison_region_volume_ratio,aggressive_input_weight,conservative_input_weight,initial_normalized_error,conditioned_final_error,conservative_final_error,open_loop_final_error,conditioned_first_cycle_below_001,conservative_first_cycle_below_001,long_simulation_cycles,long_open_loop_convergence_cycle,conditioned_cycles,minimum_conditioning_beta,maximum_raw_offset_us,maximum_applied_offset_us,minimum_raw_dwell_us,minimum_applied_dwell_us,minimum_conservative_dwell_us,simulation_cycles
286,9,1.4210854715202e-14,22,22,3,2.110816493881,10.4105564823517,19.4222818995142,0.956125575896689,10,8.51812129694226e-12,8.34362919089267e-11,1.01992858603239e-11,4.1837956814561e-06,1.99999037135615,0.999850032944481,0.941467932351784,0.568151349704284,7,10,4.54102193558521,-2.35780824366932,2.09825586747397,-3.23364157239337,1.91148335925281,-0.496244451303261,0.221662538175128,1,0.0911103545867039,-5.59041745187838e-14,4.34718126757631,0,1,0,3,0.2,0.5,567.627741948151,36.3281754846816,125,7.99999999999998,0.001,0.1,0.983946311454543,1.74626470981492e-15,3.11256860969008e-06,0.298009725536891,6,20,100000,22009,3,0.293978247541652,65.2171217738912,19.172415168799,-43.0447066050922,3.00000000000002,15.5016236980524,100
