cycle,time_s,normalized_error,vc1_v,vc2_v,il_a
59135,16.91261,2.5263741008057e-05,9.92455594026413,19.2932150226816,0.982299660928911
59317,16.964662,3.14570664021987e-05,9.92443440530658,19.2931369102576,0.98229939146842
59500,17.017,3.67729383860998e-05,9.9243497156842,19.293023273404,0.982299205993547
59683,17.069338,3.92148483684801e-05,9.9243105172181,19.2928895931605,0.982299123288759
59867,17.121962,3.81717746323094e-05,9.92431913759682,19.2927518473504,0.982299147953709
60051,17.174586,3.38963080852762e-05,9.92437231547649,19.2926271899711,0.982299272011588
60236,17.227496,2.73923446492676e-05,9.92446193287128,19.2925292180502,0.982299476734589
60421,17.280406,2.0737275528041e-05,9.92457515305935,19.292468883297,0.982299732917775
60607,17.333602,1.74320756931486e-05,9.92469783202101,19.2924513854926,0.982300008648067
60793,17.386798,1.97797979407724e-05,9.9248141156536,19.2924769244305,0.982300268372048
60980,17.44028,2.47537736605559e-05,9.92491075452022,19.2925405068389,0.982300482577318
61168,17.494048,2.89084396737094e-05,9.92497666487358,19.2926328228298,0.98230062677433
61356,17.547816,3.06371957099773e-05,9.92500485601355,19.2927406854198,0.982300685800583
61545,17.60187,2.94918885045951e-05,9.92499376235759,19.2928505056091,0.98230065667254
61734,17.655924,2.5760606181291e-05,9.92494669055198,19.2929479823579,0.982300547358026
61924,17.710264,2.03919717587613e-05,9.92487103226975,19.293021965419,0.982300374861606
62115,17.76489,1.53112149242303e-05,9.924777528908,19.2930640448631,0.982300163591904
62306,17.819516,1.36671951455903e-05,9.92467937507854,19.2930702111271,0.982299943287259
62498,17.874428,1.64099841287844e-05,9.92458887902629,19.2930414473455,0.982299741505261
62690,17.92934,2.04062349115806e-05,9.92451771979922,19.2929832821121,0.982299584216679
62883,17.984538,2.32192580659811e-05,9.92447380760205,19.2929043889491,0.98229948882048
63076,18.039736,2.38487975808267e-05,9.92446171287959,19.292816389325,0.982299465113496
63270,18.09522,2.21382330212237e-05,9.92448139264434,19.2927307988516,0.982299512553118
63465,18.15099,1.85120341273603e-05,9.92452891282929,19.2926587990973,0.982299621885689
63660,18.20676,1.40736037792996e-05,9.92459638144342,19.2926095818569,0.982299775060797
63856,18.262816,1.08947775974983e-05,9.9246741372336,19.29258833529,0.982299950216398
64053,18.319158,1.13852533029746e-05,9.92475128238648,19.2925967168794,0.982300122854832
64250,18.3755,1.44098331808401e-05,9.92481707605223,19.292632067975,0.982300268997609
64448,18.432128,1.72762669888703e-05,9.92486345947772,19.2926883901561,0.982300370809046
64646,18.488756,1.86187544598006e-05,9.9248848768237,19.2927566852853,0.982300416181357
64845,18.54567,1.80318725159545e-05,9.92487975669065,19.2928272922819,0.982300401965753
65044,18.602584,1.56817242059695e-05,9.92485017763677,19.2928900493535,0.982300333216231
65244,18.659784,1.22335402543673e-05,9.92480135108823,19.2929369522904,0.982300221927228
65445,18.71727,9.08355031537772e-06,9.92474095928544,19.2929621443023,0.982300085549654
65646,18.774756,8.43736900852301e-06,9.92467834933957,19.2929630934395,0.982299945138302
65848,18.832528,1.04984664558962e-05,9.92462219490813,19.2929409242483,0.982299820096365
66051,18.890586,1.29802137618164e-05,9.92458021186924,19.2928998393975,0.982299727560365
66254,18.948644,1.440989462706e-05,9.92455785716447,19.292846889149,0.982299679491837
66458,19.006988,1.42900866620979e-05,9.92455722101344,19.2927900811798,0.982299680266859
66663,19.065618,1.26504819561358e-05,9.92457740172709,19.2927378482745,0.98229972753703
66868,19.124248,9.98244519161019e-06,9.92461426717762,19.2926977990157,0.982299811743085
67074,19.183164,7.33188415368248e-06,9.92466168656912,19.2926749867763,0.98229991894366
67280,19.24208,6.51210438085525e-06,9.92471190799441,19.2926719554799,0.982300031660023
67487,19.301282,8.02906761578346e-06,9.92475756400799,19.29268808578,0.982300133397999
67695,19.36077,1.00366727002741e-05,9.9247920425604,19.2927200685403,0.982300209461277
67903,19.420258,1.1225913813909e-05,9.9248106211793,19.2927621136199,0.98230024948621
68112,19.480032,1.11526123510804e-05,9.92481143486355,19.2928075152726,0.98230024955122
68321,19.539806,9.84410147001548e-06,9.92479531746315,19.2928490195217,0.982300211806931
68532,19.600152,7.68956251806757e-06,9.92476540752962,19.2928808141714,0.982300143515352
68742,19.660212,5.62198977669162e-06,9.92472742863636,19.2928981430377,0.982300057693317
68954,19.720844,5.12936380945436e-06,9.92468720628726,19.2928993428886,0.982299967466342
69166,19.781476,6.45292116387268e-06,9.92465145463486,19.2928849966884,0.982299887865296
69379,19.842394,8.01083499461273e-06,9.92462537322755,19.2928581486771,0.982299830429859
69592,19.903312,8.81947911455141e-06,9.9246126354447,19.2928238229039,0.982299803201245
69807,19.964802,8.57465951500929e-06,9.92461450100955,19.2927875508933,0.98229980878947
70021,20.026006,7.35990720802951e-06,9.92462983544669,19.2927556677136,0.982299844405501
70237,20.087782,5.57237422062945e-06,9.92465561757052,19.292732638394,0.982299903102673
70453,20.149558,4.11582904908511e-06,9.92468694987516,19.2927219325856,0.982299973766086
70670,20.21162,4.20476085606072e-06,9.92471856187923,19.292724547773,0.982300044540413
70887,20.273682,5.44202841908563e-06,9.92474515710397,19.2927392931614,0.98230010359683
71105,20.33603,6.54408060409403e-06,9.92476277369574,19.2927631250237,0.982300142170611
71324,20.398664,6.90991517930062e-06,9.92476895532669,19.2927916440383,0.982300154925022
71543,20.461298,6.40859749500014e-06,9.9247633059479,19.2928197358801,0.982300141170281
71764,20.524504,5.19859174696811e-06,9.92474733305521,19.2928429430475,0.982300104458996
71984,20.587424,3.77317713355918e-06,9.92472450694072,19.2928573696246,0.982300052722698
72206,20.650916,3.06533350630941e-06,9.9246988075303,19.2928612601802,0.9822999949526
72428,20.714408,3.69954786557784e-06,9.9246749668049,19.2928544670703,0.982299941763756
