error_vc1_v,error_vc2_v,error_il_a
7.81041390162643,-2.76796373674109,0.136672262630327
8.39302346989588,7.30581470483784,-0.207002508060107
-1.26466441238099,-12.9345662895735,0.517628272225096
-9.43123297467726,6.98284068939977,-0.249025412017331
-1.80903908300204,7.64593343701123,0.626988360749307
1.86740538668351,-11.5756386390219,0.88665015270051
-8.67095925339976,6.67508004448434,-0.772763296282779
-2.03442917924753,-7.54926726190334,-0.904550737504618
5.88422548418824,6.17615059418192,-1.98497780521304
5.76717389127961,4.11636590891797,-1.91316440258319
